기준_년_코드,기준_분기_코드,상권_코드,지출_총금액,식료품_지출_총금액,의류_신발_지출_총금액,의료비_지출_총금액,교통_지출_총금액,여가_지출_총금액,문화_지출_총금액,교육_지출_총금액,유흥_지출_총금액,상권_변화_지표,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균,아파트_단지_수,아파트_평균_시가,총_생활인구_수,남성_생활인구_수,여성_생활인구_수,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,시간대_1_생활인구_수,시간대_2_생활인구_수,시간대_3_생활인구_수,시간대_4_생활인구_수,시간대_5_생활인구_수,시간대_6_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,집객시설_수,종합병원_수,일반_병원_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,지하철_역_수,버스_정거장_수,상권_구분_코드_D,상권_구분_코드_R,상권_구분_코드_U,젠트리_여부,예측_clust
2023,1,3120001,723724680,181055137,92702386,89942210,123622078,36338204,22058102,89331955,30304710,2,135,58,104,52,5,171406667,1210615,619709,590907,103799,182565,267845,206457,186837,124178,279373,235970,233489,235786,101819,196384,201041,198415,207904,197742,110148,98984,79,2,0,0,1,0,0,0,1,1,24,1,0,0,0,3
2023,1,3120002,919376058,242595545,109036949,122150008,148303570,34110121,27704413,129385168,37399625,3,102,57,104,52,15,322939141,1310697,578535,732162,160995,219972,231565,199636,262573,188402,240051,228905,237883,275281,140176,184220,186865,193194,194709,196647,188162,166902,43,0,0,0,0,0,0,0,0,0,11,1,0,0,0,1
2023,1,3120003,1630151221,406091277,201803908,202372562,270951330,76495577,50756460,217374185,66010444,2,132,60,104,52,3,1014242424,1243549,610789,632760,82238,198228,285459,201660,186539,126372,269990,263526,257574,238948,87141,193945,201565,203011,209371,201548,123765,110342,112,0,0,0,0,0,0,1,0,2,11,1,0,0,0,1
2023,1,3120004,54769555,18107202,6392298,8717392,7074740,2062615,1900865,3958302,2186107,2,135,62,104,52,2,687333333,418862,213423,205439,26703,66960,101428,68619,53892,31965,87157,100204,98583,78316,22638,66330,68127,69111,71350,67243,42573,34128,33,0,0,0,1,0,0,0,2,0,2,1,0,0,0,1
2023,1,3120005,770611203,222016244,91188919,113561607,119300863,28426156,24106522,81195196,31431839,3,95,56,104,52,2,582651786,294454,140068,154385,38833,47391,52690,45510,59527,54176,55964,54647,56046,47414,26205,41159,41060,42309,43039,42797,44309,39781,16,0,0,0,2,0,0,0,0,0,6,1,0,0,0,1
2023,1,3120007,728976995,198647782,88167412,101132763,120367421,27204614,21987401,86292974,30815293,2,106,57,104,52,9,246855732,756491,365692,390798,86461,122637,149791,117631,134478,102431,159642,148465,153895,133077,58983,109422,113235,114344,117920,114049,100321,87199,40,0,0,0,0,0,0,0,0,0,9,1,0,0,0,1
2023,1,3120010,626948256,187757589,76984270,90038895,96477468,23040870,21779696,51498928,27863402,2,124,64,104,52,3,93878788,1012745,516926,495819,75358,204232,187530,160490,181576,167081,240180,192435,183201,151049,78799,155919,162927,162322,167798,159670,107202,96906,21,0,0,0,2,0,0,0,2,0,5,1,0,0,0,1
2023,1,3120012,1014366960,248010379,134334332,117941974,144250130,38881149,38260540,163536702,50441653,3,104,53,104,52,29,212289419,3464545,1469360,1995185,438563,1234782,419397,376083,435247,508470,515235,503182,608783,905763,423115,445578,471780,486853,479303,501334,570598,509100,63,0,0,0,4,0,0,1,0,1,11,1,0,0,0,1
2023,1,3120013,247302807,66304524,31636055,28880679,40182911,9894095,9077043,26876748,11615671,2,132,64,104,52,3,193466667,873595,451111,422484,60041,175042,158477,146298,153773,136927,191890,162125,158504,147476,76672,133598,139117,139548,142753,136429,96112,86037,29,0,0,0,3,0,0,0,0,0,11,1,0,0,0,1
2023,1,3120014,119275728,30396779,14914425,14256678,19385248,4680054,3875799,17053027,5407227,2,134,58,104,52,1,172000000,1003366,533186,470180,47453,170543,175776,195139,243026,110762,216898,210637,207781,182933,74357,153674,160267,161012,165119,161205,114542,87546,97,0,0,0,0,0,0,0,2,0,4,1,0,0,0,1
2023,1,3120016,357858472,115233745,41773477,57326682,50535854,12104625,11660341,28141746,14695126,2,128,67,104,52,1,80800000,965834,484642,481192,44820,138100,145195,195688,303306,173348,200140,156133,157774,177375,101062,142694,144303,144173,146822,143677,125486,118682,38,0,0,0,0,0,0,0,5,2,1,1,0,0,0,1
2023,1,3120017,993311547,226544632,129700764,117958178,157648103,49627794,31889717,155726942,43948563,4,96,49,104,52,4,164116288,710141,339033,371108,36166,148236,112116,117223,169164,151663,143821,108327,109758,116195,80376,101038,102279,101641,102490,102221,102300,98171,56,0,0,0,0,0,0,0,0,2,6,1,0,0,0,1
2023,1,3120018,619992962,158765525,75097500,78476179,100876307,26526857,18290399,90274489,24733364,2,123,58,104,52,4,169710227,460213,231411,228802,33645,65269,103540,75961,77990,68707,102247,83835,82978,81575,40871,70780,72065,71558,73911,71679,52490,47731,33,0,0,0,1,0,0,0,5,0,6,1,0,0,0,1
2023,1,3120024,787753897,223072540,99185601,113807475,129613490,34611822,24722760,65541343,34442770,2,181,76,104,52,9,240023196,630924,284338,346586,30788,75190,126150,111303,166953,72216,130667,147449,134373,101602,44614,98345,102549,98568,100603,101637,73917,55304,32,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1
2023,1,3120027,808307611,203638992,104500098,106859228,146554952,38984619,24148507,81498471,35830149,2,125,56,104,52,4,475554924,766011,356260,409751,67632,141064,149662,120488,137570,93056,160349,159154,155938,138947,58569,114825,117884,117640,120713,119409,95909,79632,47,0,0,0,2,0,0,0,3,0,5,1,0,0,0,1
2023,1,3120032,1527631384,369541350,201468785,186027488,271623639,83176539,46063678,176888351,65389069,2,147,61,104,52,4,256614545,1654715,919447,735268,108597,330953,307995,306513,298448,239927,340628,312644,307413,306128,147975,257203,267056,265362,277577,267965,171299,148250,71,0,0,0,0,0,0,3,1,2,8,1,0,0,0,1
2023,1,3120034,890334347,198418580,113917782,105170180,149975707,39030625,27754839,145159355,40513307,2,135,64,104,52,1,218363636,751758,415202,336555,43867,158371,140774,135026,131343,129617,157974,130764,129026,128243,76133,117486,120758,119875,124445,119910,79788,69496,14,0,0,0,0,0,0,0,2,0,2,1,0,0,0,1
2023,1,3120035,147272527,35282240,19342944,18318111,24382648,6831836,4689192,19996046,6860905,2,135,55,104,52,3,202150000,607969,321828,286142,31520,137769,108129,100126,107503,102954,131297,106662,104219,103622,59217,94819,97134,96589,99760,95277,65887,58503,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2023,1,3120036,220609199,53020767,29191363,26521815,29686142,8533749,8290800,37934989,10900097,2,145,65,104,52,2,135038636,313742,159495,154247,23814,79016,52449,45253,54127,57456,68069,52283,51567,54327,30040,45579,47433,47203,47589,47752,39116,39070,16,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1
2023,1,3120037,987302239,275271809,121299062,133831877,150375379,36172390,33470319,116952567,43773858,2,137,57,104,52,11,200716345,3450915,1697052,1753863,209060,739611,600854,514703,603221,576031,705340,566401,584701,650197,368244,520966,531539,536027,549661,527407,411485,373829,127,0,0,0,1,0,0,1,8,3,14,1,0,0,0,1
2023,1,3120038,1839859102,443030261,228400022,223600244,324907713,78323383,54815479,263375245,77900454,2,111,55,104,52,37,209898101,1035788,496122,539666,132133,161214,159189,145986,244566,226556,207973,140812,141108,191372,127968,147696,148517,149672,151305,151656,144881,142062,80,0,0,0,0,0,0,0,0,2,5,1,0,0,0,1
2023,1,3120040,1251144914,307940712,155152514,151312015,207936295,60750545,37869905,174050803,50487670,2,156,58,104,52,12,295525913,1168312,659501,508812,101982,177349,245678,181684,189420,174549,239638,201795,211327,226103,114903,172573,174394,175975,177674,181297,150478,135923,52,0,0,0,0,0,6,1,0,0,18,1,0,0,0,1
2023,1,3120041,1381554281,355945683,171728093,171574853,232636574,58703549,45199829,166849365,59856325,3,101,55,104,52,13,899357157,2020433,1041101,979334,148876,423457,385601,268749,259604,357627,396470,334873,338011,391298,202157,299939,307507,308920,313183,310344,254304,226237,98,0,0,0,0,0,0,2,1,3,17,1,0,0,0,1
2023,1,3120042,464152006,134057645,60859489,56294393,71349569,19895477,18245492,38831699,22056396,2,125,56,104,52,3,338688889,379528,189711,189816,29480,87777,64755,53881,64271,42588,85779,69588,70172,78224,33177,56169,56780,57081,58288,59984,47519,43708,42,0,0,0,0,0,0,0,0,2,9,1,0,0,0,1
2023,1,3120044,844272727,236320259,101347191,114953127,134637569,30135666,27421047,96956467,35977564,3,101,62,104,52,14,419570346,866123,467620,398504,64552,174434,164325,121987,120062,214541,183089,112800,110538,141018,104138,121035,122510,123702,126124,123789,123769,125197,32,0,0,0,0,0,0,0,0,2,4,1,0,0,0,1
2023,1,3120045,628194848,182692106,77945456,87423012,99430693,24108824,21589195,54560638,28074681,3,100,59,104,52,1,511500000,184009,98615,85395,12675,36997,32789,28997,34954,26440,40204,30310,30634,37198,19222,26130,27504,27464,28180,28570,24395,21767,31,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1
2023,1,3120047,1478445073,364632384,187101113,181816926,261671781,68856978,45590564,181701887,63349692,2,108,54,104,52,5,535916450,611218,292246,318972,54394,90232,122943,91896,108872,132405,127150,82307,83727,110786,74844,87080,89403,89807,90917,91241,84548,78223,48,0,0,0,0,0,1,0,0,0,9,1,0,0,0,1
2023,1,3120048,795454623,217689745,95418427,106798132,126044617,29065948,24561303,104929910,33197890,2,130,57,104,52,20,174813290,1032994,470285,562708,136618,124840,148729,171513,287280,267699,192421,117396,127389,195856,132229,143541,145410,144524,143182,144367,157591,154375,45,0,0,0,0,0,0,0,0,1,13,1,0,0,0,1
2023,1,3120049,584926831,140801845,80943082,70221386,72628710,20573356,24633330,101332818,32016257,4,91,50,104,52,26,196931929,2224861,1018287,1206574,285505,812185,250412,233018,304407,485270,424818,286233,292705,444172,291664,311762,316325,317303,319885,329191,326694,303703,71,0,1,0,0,0,0,0,0,4,15,1,0,0,0,1
2023,1,3120050,599737987,162069004,71736991,74647127,92530045,21211929,19728180,86334975,25193431,4,91,49,104,52,7,359870594,180999,89833,91166,16320,37421,31104,24441,26242,24934,34116,32893,36788,37121,15148,26530,26615,26956,27305,26668,24069,22856,5,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1
2023,1,3120051,1083444808,283971756,129836719,134840062,174962236,40315325,34214751,156402050,44869484,3,83,54,104,52,13,312241434,2842038,1385097,1456941,259199,629121,504878,345181,398463,502655,602447,458624,470200,538192,269920,418538,435548,434255,445811,439410,348016,320461,43,0,0,0,1,0,0,0,0,1,7,1,0,0,0,1
2023,1,3120052,1171025573,297129321,142266863,142054084,188412860,50494405,36468802,170035148,47725709,3,85,52,104,52,9,276958571,1417339,727533,689806,94712,364425,244967,188371,187831,165313,296826,268873,279882,287381,119064,217252,224489,225903,232673,227302,155807,133914,60,0,0,0,0,0,0,0,0,1,9,1,0,0,0,1
2023,1,3120056,1755743693,476180458,215804963,219128381,283714143,65030586,60105709,216106252,76771027,1,112,51,104,52,50,174206791,1397154,694876,702278,123329,302276,230200,205160,248172,309350,268828,168127,178049,277855,194948,197705,200483,201370,201969,205463,201580,188585,53,1,0,0,0,0,0,0,0,1,7,1,0,0,0,0
2023,1,3120057,1926439731,466970931,236770302,232885286,333003803,80620802,56795510,290284671,80659908,2,106,55,104,52,57,197996950,1333552,586979,746573,219217,187449,211410,202300,299354,298810,274674,167196,174747,247710,170416,185906,186791,187312,186621,186485,198353,202082,66,0,0,0,0,0,0,0,0,1,17,1,0,0,0,0
2023,1,3120058,939481950,247165768,114526037,120434812,158308393,33226644,30085180,121335455,41359805,2,158,53,104,52,31,200312943,823076,376499,446576,182108,107195,141234,116410,144434,242508,164652,87079,86556,129061,113219,116570,116681,117293,115590,115977,119469,121495,26,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1
2023,1,3120059,1669009924,395718542,207446951,197433412,288934653,71182338,47964019,265826241,70468783,4,89,51,104,52,38,298936735,1204093,548412,655681,252983,170607,199277,185068,219937,277797,236143,149019,159749,228835,152551,171497,173732,174355,174814,176553,172181,160965,25,0,0,0,0,0,1,0,0,0,6,1,0,0,0,1
2023,1,3120061,163610360,44568645,20362372,21278704,26798706,6836159,5361842,18844640,6891031,1,106,49,104,52,1,163750000,416270,184919,231350,143894,44309,71004,54044,59846,89298,73476,49112,58091,90360,55932,58013,58587,58980,59226,60476,62515,58473,31,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1
2023,1,3120062,1698409250,405193231,218920830,201700136,257286026,71922285,59078707,267737174,78623371,1,119,47,104,52,13,131890987,1990097,991619,998478,125676,438527,304850,310201,468880,350105,432935,329937,322330,351108,203682,285251,288845,291951,296127,304423,269072,254428,86,0,3,0,0,0,1,0,0,3,13,1,0,0,0,1
2023,1,3120063,393427714,99036163,50283814,48560342,66022917,19021722,12313861,48989585,16879765,2,154,59,104,52,6,230697980,784255,385382,398874,60066,116973,112541,132720,260813,106592,150713,142026,151242,160982,72702,109931,113001,111930,111986,114955,118278,104178,82,1,0,0,0,0,0,1,1,2,16,1,0,0,0,1
2023,1,3120064,438651868,95173952,65301686,52845117,43699176,15748139,19764818,93327970,26850531,4,90,47,104,52,2,96750000,1131208,479645,651562,128663,482763,105843,107431,176873,230915,234422,170613,160263,197637,137358,167864,170783,169195,172703,167542,145577,137544,14,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1
2023,1,3120065,762738948,173507849,100959563,87538298,122205500,38462527,24754914,121864355,33739895,3,104,55,104,52,5,242213333,1271357,570355,701002,133673,531108,124533,124150,189465,259274,261012,161391,167238,252068,170374,179088,181219,180634,180653,182106,186853,180804,38,0,0,0,0,0,0,0,0,3,12,1,0,0,0,1
2023,1,3120066,2024500674,484570121,260552784,239812118,356233852,99567482,61560232,266141611,87042855,2,131,54,104,52,43,206278730,1493014,790387,702627,103729,242679,268420,253152,329811,293855,319135,221107,220304,267873,170741,216551,219246,222975,224484,225076,197767,186913,96,0,3,0,0,0,1,0,0,1,22,1,0,0,0,0
2023,1,3120068,152232347,41603552,18459381,19884834,23755641,5734088,4926470,19943593,6346825,2,129,56,104,52,3,154363636,336905,159042,177863,36351,55233,51999,59449,82909,59813,60526,45488,49401,75278,46400,47838,47777,47843,48356,49197,49691,46204,37,0,1,0,0,0,0,0,0,1,4,1,0,0,0,1
2023,1,3120070,270238915,76313498,32216629,34911252,39702730,8939558,9302660,36123347,11550102,2,115,63,104,52,5,137336566,668466,304841,363625,91301,138394,99295,99097,131367,89657,131536,94560,112542,160995,79176,96935,98279,99043,99919,100967,92123,81201,49,0,0,0,0,0,0,0,0,1,8,1,0,0,0,1
2023,1,3120071,168850349,45442525,21335185,18942646,26760520,6077693,6412032,20810612,7928465,1,109,46,104,52,3,131995000,499186,223871,275315,57929,118862,76590,70545,86647,100951,100732,69680,72754,96551,58516,71607,71960,72370,72675,73394,69781,67400,14,0,0,0,1,0,0,0,0,0,4,1,0,0,0,1
2023,1,3120072,1461874945,335944633,201587598,165332031,184792491,56413626,59447727,271662967,77911980,1,108,51,104,52,16,125160108,2774225,1175683,1598542,453616,862941,343011,311215,386069,532820,481667,367122,407915,611471,373230,386312,390607,394251,393452,403898,414396,391308,96,0,1,0,2,0,0,1,0,1,9,1,0,0,0,1
2023,1,3120073,567243547,125693682,74232536,64113197,102407025,32401507,15801906,83007189,23085552,3,88,52,104,52,5,241695606,320139,138218,181920,58676,36110,61963,48007,69647,71219,62248,43935,46002,59259,37475,42936,43971,45470,44267,44535,50231,48728,34,0,3,0,0,0,0,0,0,0,6,1,0,0,0,1
2023,1,3120074,201565925,44793402,29340068,25067090,20366416,7087738,8889260,42134716,11812875,4,101,47,104,52,1,91244444,865366,443127,422238,136989,434097,63255,63506,80733,147325,148341,135537,132791,187742,113631,129930,133722,128840,135531,127110,109847,100386,11,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1
2023,1,3120075,756618991,195693087,94888344,89779100,122848933,30756145,24947078,102595577,33412190,2,110,54,104,52,10,184250062,419971,187514,232457,57979,94000,55695,63885,84458,97570,85848,55083,55576,74969,50924,60207,60541,59837,60702,60396,60057,58231,33,0,0,0,0,0,0,0,0,1,6,1,0,0,0,1
2023,1,3120077,788646138,226839571,93034300,110849894,117964570,28954010,24518664,98429712,31679936,4,88,48,104,52,12,129390912,1685683,779987,905695,183746,264433,241740,309506,472202,399658,354343,216123,214171,291770,209618,241009,239742,240466,240191,244818,244415,235044,55,0,1,0,0,0,0,0,0,1,6,1,0,0,0,1
2023,1,3120078,248936849,73978474,29210560,35433199,36441804,8140759,8205827,28709808,10265160,4,96,50,104,52,3,137393651,1258771,555293,703479,155991,213288,190518,210430,313138,208910,225279,194357,211826,271157,147241,175067,177555,179143,177510,186570,192484,170443,58,0,1,0,0,1,0,1,0,0,11,1,0,0,0,1
