기준_년_코드,기준_분기_코드,상권_코드,지출_총금액,식료품_지출_총금액,의류_신발_지출_총금액,의료비_지출_총금액,교통_지출_총금액,여가_지출_총금액,문화_지출_총금액,교육_지출_총금액,유흥_지출_총금액,상권_변화_지표,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균,아파트_단지_수,아파트_평균_시가,총_생활인구_수,남성_생활인구_수,여성_생활인구_수,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,시간대_1_생활인구_수,시간대_2_생활인구_수,시간대_3_생활인구_수,시간대_4_생활인구_수,시간대_5_생활인구_수,시간대_6_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,집객시설_수,종합병원_수,일반_병원_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,지하철_역_수,버스_정거장_수,상권_구분_코드_D,상권_구분_코드_R,상권_구분_코드_U,젠트리_여부,예측_clust
2023,1,3130098,555018173,132087302,73520098,58088690,88311173,24372959,20880391,78801780,27033375,2,114,53,104,52,4,166203333,410814,179090,231723,52194,195685,35084,33812,47467,65718,80102,63283,65557,87504,48649,58519,59530,59544,60025,60094,57025,56079,13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
2023,1,3130100,212710178,58869419,25240328,28737529,32749006,7495221,6494383,29139208,8819697,4,100,46,104,52,1,178166667,291784,133117,158667,50267,29551,47067,45615,76942,61014,57892,39767,41986,56643,34482,41181,41440,41627,41762,41712,42722,41340,7,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3
2023,1,3130101,214858148,65554686,24369646,31839339,29757678,6873825,6922955,26723001,8284152,2,132,53,104,52,1,170625000,591589,273617,317970,83842,75754,99879,87442,147914,131855,116333,74318,79639,114859,74583,81632,82005,82761,82957,83448,88800,89985,5,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3
2023,1,3130102,32207043,8975861,3765993,4309819,5134958,990597,948379,4577432,1338557,2,130,57,104,52,1,251500000,71891,32179,39713,13144,10943,11590,9609,18711,21659,14142,7107,7232,11157,10594,10064,10060,10138,10032,10019,10685,10891,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130103,92712866,26007437,11067294,12581467,13700311,3684716,2966388,11674249,3747351,1,120,47,104,52,2,354363636,127121,56355,70766,18354,20202,19485,21140,31531,35365,25526,13393,13638,21613,17587,17655,17647,17439,17413,17674,19303,19989,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
2023,1,3130104,291966576,84907108,34940442,41634668,43748526,10790007,9241791,34225820,11791388,2,136,57,104,52,4,220650000,75558,38231,37328,11868,7666,13077,13328,18796,21895,15677,8233,7982,11819,9951,10646,10597,10506,10535,10594,11156,11524,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
2023,1,3130105,444076061,144386401,49745248,72613612,60048530,13462621,14440283,41113004,17413226,4,93,51,104,52,9,180978788,294263,135068,159195,39006,31724,41562,54500,78250,71668,54239,33785,35689,56645,42237,41197,40798,40578,41021,41092,44315,45263,7,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3
2023,1,3130106,677368736,182593966,81508636,89866265,110736652,24801040,21467565,86216852,28562778,1,109,51,104,52,16,154488244,1026665,493559,533106,134556,153775,151433,176112,254637,245706,193597,118569,130016,195196,143580,145656,145346,146495,144992,145471,149342,149362,20,0,0,0,0,0,1,0,0,0,2,0,1,0,0,3
2023,1,3130107,69837498,16840085,8487957,7834978,12210998,2501647,2289944,11091178,2993759,3,94,55,104,52,4,142707143,41149,19836,21314,3784,7451,6327,7118,9332,9702,7536,4636,5259,8041,5975,5835,5826,5847,5806,5843,6087,5903,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130108,195395907,42950529,27465237,22454238,37672359,13574517,5498688,20809443,8253942,4,59,46,104,52,1,352000000,51019,25599,25419,9109,4994,6663,7710,15395,14253,10330,5847,5863,8145,6579,7331,7335,7233,7357,7271,7270,7223,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130109,411915505,110032828,49270403,56638630,68723804,14673713,12273203,53308712,17280635,3,97,53,104,52,16,148935151,125130,59826,65304,16299,20473,20250,20482,27964,23470,24460,16894,18055,26944,15307,16706,16602,16794,16569,16796,20324,21340,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130110,605795914,178064852,72116290,87223770,88327941,22987483,19525748,68949721,24390859,2,111,52,104,52,20,158013402,558139,261337,296802,69471,66878,84827,99492,161858,139836,112868,66372,69116,98949,70996,79345,77945,78849,77837,78722,82045,83395,22,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3
2023,1,3130111,926157899,263585737,109332679,129202432,142254520,32298254,29151709,115681953,38001779,1,117,50,104,52,23,165303896,1011109,464067,547042,99390,140711,134755,185845,285840,235110,195997,122865,132434,192656,132049,141783,141968,140299,142324,143487,151503,149747,47,0,0,0,0,0,4,0,0,0,5,0,1,0,0,1
2023,1,3130112,797632147,237663198,94019327,115544774,116068448,28812432,26219194,86723691,32382354,1,107,48,104,52,13,177495563,957234,448931,508304,107449,148309,144428,162472,248207,194406,186957,117385,127633,199112,131743,135767,134225,134530,134149,136720,143192,138650,19,0,0,0,0,0,0,0,0,0,3,0,1,0,0,3
2023,1,3130114,54553622,13303871,6518764,6576936,9046617,1949620,1570334,9511871,2256303,2,136,54,104,52,2,191100000,36409,17014,19393,4671,4626,4984,7184,9853,9772,7906,3986,4137,5713,4894,5394,5343,5353,5302,5256,4811,4953,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3
2023,1,3130115,980978835,277380089,117037342,141581656,151707164,39525666,29911525,112381608,38995353,2,118,54,104,52,23,140834189,900919,420898,480021,93199,116429,138276,161266,252750,232561,172051,103548,108740,160649,123370,124929,125032,126322,125452,126781,136318,136085,26,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1
2023,1,3130116,193627363,41209289,26298345,21467594,35612871,12166321,5226380,28474651,7911146,3,78,52,104,52,1,275666667,26533,12092,14441,5387,3071,3773,4414,6400,7916,5069,2606,2801,4304,3836,3812,3746,3721,3715,3766,3880,3891,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
2023,1,3130117,440848055,122257296,53447655,59529535,71494345,14953638,14431326,50352876,19645200,2,136,59,104,52,19,148085944,484525,231584,252940,67858,113409,63996,69036,116572,98304,87996,62370,70739,102616,62500,65829,66181,66297,65555,66611,77065,76988,24,0,0,0,0,0,0,0,0,0,7,0,1,0,0,3
2023,1,3130118,370177719,90510619,45938536,46428213,65838350,15470652,10996918,51253587,15739624,4,104,49,104,52,16,153628621,183086,86188,96898,24762,33520,25540,26920,47636,46595,38326,21218,21498,30922,24526,26060,25985,25689,26072,25623,26557,27100,12,0,0,0,0,0,0,0,0,0,4,0,1,0,0,3
2023,1,3130119,252462938,71347905,29876678,35872917,38642400,9543806,7745687,30340944,10173491,2,138,59,104,52,6,144772165,270083,122605,147477,45126,33446,41234,44518,67159,64358,52333,31569,35213,51883,34727,37157,36846,37029,36706,36934,42389,43020,10,0,0,0,0,0,0,0,0,1,4,0,1,0,0,3
2023,1,3130122,63630617,17708549,7553955,9133129,10409232,2223690,1934033,7178591,2700480,4,100,48,104,52,2,82209167,58092,26012,32080,10911,5966,8765,9765,15164,10156,10663,8984,9969,12095,6225,8348,8160,8451,8390,8541,8287,7916,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130123,143273865,37891238,17232774,19422341,24523711,4948942,4262839,18502331,6160658,3,83,58,104,52,5,164975714,187513,87813,99699,35391,19653,32959,25581,47745,48669,35355,21222,21995,34260,26011,26572,26433,26678,26183,26352,27343,27949,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3
2023,1,3130125,583325575,177697406,67292455,89285319,84268008,19405022,17924949,64109836,23118749,2,144,64,104,52,3,191750000,354641,154985,199657,53017,37708,47691,57400,114579,87452,73277,45501,43385,60668,44358,50700,49114,49199,49565,49680,50699,55683,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130128,583569468,197330305,64013254,96115463,71045788,16682328,19813678,56138989,21916990,4,101,46,104,52,5,157198182,384018,170564,213452,51583,51055,53724,66871,109442,124513,79329,37514,35923,54031,52705,54095,53951,54396,54063,54319,55257,57936,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130129,826423661,210368866,100456022,108232372,143953832,30567562,24134655,112992417,35589935,3,103,55,104,52,43,146017931,395800,171416,224385,57196,47213,58745,63718,119745,101186,82205,47064,48574,68099,48672,55001,54331,54487,53747,53737,60350,64148,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2023,1,3130130,40639842,8817331,5317116,4831796,7525128,2324989,1080409,5784410,1640493,1,164,38,104,52,1,135083333,12596,5357,7238,1691,1152,2303,2686,3418,3960,2629,1198,1125,1829,1856,1830,1726,1696,1742,1745,1819,2040,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3
2023,1,3130132,319666134,91988799,37220644,45492743,48320039,10860746,9810650,40356509,13014815,1,117,49,104,52,6,190850000,182008,88914,93094,22402,22553,28303,35529,50518,53190,36660,19101,19764,28247,25047,26200,26263,26150,25842,25677,26054,25821,33,0,0,0,0,0,0,0,0,0,10,0,1,0,0,3
2023,1,3130133,933145775,235996433,111755528,121378791,162446351,31625068,26833850,135681830,40572289,3,90,54,104,52,40,123422969,416407,181919,234489,59844,50860,61468,64327,129962,106308,83988,50215,50762,73853,51282,58065,57014,57236,56184,56873,64448,66589,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2023,1,3130135,436620281,118608481,53945013,60850844,73705300,18239599,13359928,45956297,18480378,1,110,44,104,52,18,132626424,318216,152516,165700,33549,62145,49135,52160,74124,92122,63166,33517,33203,52274,43934,43836,44025,44583,44606,44508,48198,48461,5,0,0,0,0,0,0,0,0,0,3,0,1,0,0,3
2023,1,3130136,218864584,53302441,27989093,28513518,40633997,9538324,6293262,25649775,9905812,4,91,39,104,52,11,153868880,155660,70552,85108,20452,25197,20446,24955,42694,48632,33316,17030,15985,21073,19624,22175,21982,22122,21853,22023,22672,22833,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130137,266775147,69888313,31777016,35817795,44273939,10331353,7861225,36047192,10794931,2,130,60,104,52,5,132449000,233233,108123,125109,25880,36929,30896,40410,67105,51734,46811,32439,33942,42121,26187,32647,32514,32456,32450,32745,35486,34935,19,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3
2023,1,3130138,146792905,32308496,20419420,17000796,27860353,9805487,4092364,17051280,6175905,2,177,56,104,52,1,277666667,27583,12822,14761,2908,5365,3682,4628,7244,5114,5521,4124,4349,5379,3095,3914,3916,3934,3923,3968,4013,3914,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130139,905968756,284161355,106297609,138735433,129535037,31089038,30390519,80892560,37046837,4,99,45,104,52,21,129155529,519702,245588,274114,38333,98294,82899,91074,134489,165438,94127,49438,54884,79739,76074,73920,74440,74682,74489,75158,75167,71844,14,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1
2023,1,3130140,99443535,26377046,12282483,13383928,15813436,4838455,2980140,12251683,3850020,2,136,63,104,52,1,170166667,66366,28619,37747,8207,11247,10404,10825,16337,8611,14219,10905,11653,14330,6650,9296,9507,9612,9583,9920,9812,8636,24,0,0,0,0,0,2,0,0,1,1,0,1,0,0,3
2023,1,3130141,413253331,121477926,48375561,57889585,61031535,13239140,13374436,50192906,17355227,1,123,45,104,52,6,158364562,244237,116258,127979,27720,36777,39938,40110,67785,63185,49577,28924,29343,41431,31777,34618,34446,34807,34353,34712,35360,35941,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3
2023,1,3130143,195387403,62649571,22221474,29786986,25068086,6498747,6561470,21349473,7416698,1,108,51,104,52,1,229909091,327538,147901,179637,48388,47085,45788,50017,91370,83374,64386,37886,39114,59090,43688,45937,46201,46348,46075,47480,48192,47305,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130144,349500058,95127600,41494883,48806634,57253923,12372182,10455654,44110385,14464207,1,133,40,104,52,9,141045735,79163,34729,44435,10836,10759,10358,12182,24599,25902,17379,7573,7011,10645,10651,11183,11052,10963,11009,10889,11668,12398,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3
2023,1,3130145,396421490,103498090,48404094,52534981,64915393,17182243,11864586,51270476,16033382,4,81,47,104,52,7,194798244,162093,75718,86375,16840,24759,24246,26288,44492,33769,32457,20679,21966,32289,20934,22723,22710,22764,22741,22886,24261,24007,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
2023,1,3130146,1655394935,444968452,199091863,222673154,269615557,60637097,50303319,218944906,69132075,1,115,50,104,52,49,128194062,1614350,734135,880217,203802,267132,224764,251909,420566,403305,343628,193087,185608,274875,213847,230772,231371,231947,231097,234211,230015,224936,39,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0
2023,1,3130147,625318327,161315838,75632990,78637746,100697223,26808003,19162514,90452177,24541560,4,103,47,104,52,5,111708762,335167,159438,175730,39457,46875,51323,56943,92864,60635,67247,47599,49776,68868,41042,47452,47533,47564,47913,48306,49594,46806,11,0,0,0,0,0,0,0,0,0,3,0,1,0,0,3
2023,1,3130148,634038643,180666008,74001413,91238793,97185418,20604565,18776844,81771679,26345219,1,111,47,104,52,10,103989514,220217,105297,114921,28974,21287,32273,40045,73257,52224,41689,26547,28226,41206,30324,30995,30996,30739,30984,30760,33052,32690,11,0,0,0,0,0,0,0,0,0,3,0,1,0,0,3
2023,1,3130149,864072119,227948642,104452248,114773891,142696334,33276530,26036262,115178427,35924204,1,135,50,104,52,46,142981048,882129,409661,472469,149137,108683,135488,154367,231073,251712,174199,96830,98469,142577,118342,124288,123880,123907,123893,123335,130811,132016,14,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1
2023,1,3130150,365211275,115406982,41566114,57176190,51971630,11266917,11624788,36611687,14381729,1,120,50,104,52,8,119509524,513491,246852,266640,77083,59558,78091,91794,146280,131273,98172,57939,59721,93540,72845,72305,71397,72554,71944,72516,76159,76618,17,0,0,0,0,0,0,0,0,0,6,0,1,0,0,3
2023,1,3130151,51834025,14426033,6072136,7344318,8303655,1718736,1544139,6526312,2166452,4,97,45,104,52,1,79885714,45274,22262,23013,5590,4722,5827,7717,16437,9594,8694,5681,6092,9297,5919,6233,6170,6256,6138,6194,6903,7380,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3
2023,1,3130152,567613158,165185369,65883190,83880455,87591948,18717801,17495785,66599848,22786330,2,110,54,104,52,7,127350487,121558,59588,61970,14571,14432,18925,20471,37362,22370,23765,17420,16660,25776,15567,17163,17006,17133,17109,17084,17579,18484,7,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3
2023,1,3130157,901559400,278817743,102215050,137996788,124492846,28520624,28894813,102408106,35199888,4,99,46,104,52,23,144458776,1081834,494376,587457,152399,121119,145851,195341,347036,279898,216799,129253,134028,186133,135724,150944,149790,150187,149436,149309,163411,168757,19,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1
2023,1,3130158,329511670,104920732,37486884,51002620,44293026,10465596,10344707,38112172,12235352,4,101,48,104,52,2,244000000,198277,89930,108347,28365,26427,27899,33087,58605,49129,39324,22281,23434,37307,26800,27719,27777,27715,27995,28008,29755,29307,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
2023,1,3130159,1159792312,279916296,148415899,141775698,207419789,55807856,34134014,152240398,49379116,2,118,53,104,52,22,177160621,693359,325130,368229,81093,166744,86972,92398,173290,208636,145164,74558,73812,103193,87998,96815,96053,96131,97135,97249,104260,105715,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2023,1,3130161,80773380,19363517,10345954,10080364,14617643,3598029,2281544,10947044,3573657,3,89,54,104,52,3,196250000,17726,8199,9527,3477,2116,2637,2855,3816,4884,3515,2077,2071,2857,2321,2536,2560,2527,2516,2573,2516,2498,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3
2023,1,3130162,37495135,10714049,4432095,5276987,5991033,1231122,1147074,4499912,1590926,2,140,60,104,52,1,310444444,109569,50015,59556,14583,15007,16894,16158,30709,31780,22290,11839,11614,17278,14768,15402,15185,15251,15196,15315,16429,16792,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
2023,1,3130163,481720102,122784433,58989174,62325823,82630905,19166406,14200080,65272185,20419998,1,112,50,104,52,31,161410064,422378,197859,224520,32848,63301,72480,68507,118671,103797,80124,50157,53118,76794,58388,58313,59048,59662,58848,60361,64055,62093,15,0,0,0,0,0,0,0,0,0,3,0,1,0,0,3
2023,1,3130165,203343193,55457129,23870965,27794011,32546332,6724433,6014405,28111499,8534902,4,93,47,104,52,8,130416979,218717,99235,119482,24152,26648,33904,34282,68406,51092,43498,27019,28747,40389,27972,30124,30250,30431,29973,30937,33064,33939,9,0,1,0,0,0,2,0,0,0,0,0,1,0,0,3
2023,1,3130166,185960384,43214172,23565219,22208105,32606772,9931846,5247835,26705487,7432957,2,114,63,104,52,1,201000000,48099,21739,26359,7360,4524,9522,6865,11017,13127,9555,5320,5609,8073,6416,6703,6709,6727,6620,6759,7272,7309,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
2023,1,3130167,533103566,137968420,63618389,68196100,88352733,18633794,15909678,80384211,22316243,4,90,49,104,52,15,124544280,1515984,707182,808801,169817,312747,223539,221947,338672,273308,281819,201469,219550,332389,207449,212154,212633,214302,215932,224672,230021,206270,40,1,0,0,0,0,0,0,0,0,8,0,1,0,0,3
2023,1,3130168,197028438,44548306,25070086,23359148,34582928,9902114,5342388,31385786,7897003,2,129,55,104,52,1,165888889,149753,69227,80527,15083,23896,20586,22829,44563,29533,27950,20334,20938,30885,20114,20772,20715,21014,21025,21673,23051,21504,24,0,0,0,0,0,1,0,0,0,6,0,1,0,0,3
2023,1,3130169,1182371837,301126232,142597721,148950025,195480046,47436372,35326304,174467873,48144596,3,100,58,104,52,38,136444472,659257,292698,366558,52213,113972,89853,104946,182772,179222,131225,70057,73547,109157,96050,91780,93194,93726,92531,94386,98280,95360,21,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
2023,1,3130171,1775032187,445115413,212209069,223184221,303247263,63265989,52896282,270917080,74037006,2,123,63,104,52,17,135951569,328109,142025,186084,30751,45499,49808,57079,95918,81139,62882,37987,41234,61735,43133,45650,46314,46137,46286,46629,49154,47939,30,0,1,0,0,0,0,0,0,2,3,0,1,0,0,0
2023,1,3130177,121565186,31294671,15494050,16259824,20774174,5969316,3621675,13765038,5034278,2,134,67,104,52,1,223083333,25055,10888,14167,3116,3133,3539,4218,7823,3368,4522,3771,4423,5935,3036,3571,3555,3543,3603,3627,3689,3467,15,0,0,0,0,0,4,0,3,0,2,0,1,0,0,3
2023,1,3130179,415950741,82722727,62148250,46244151,45414457,17156563,18080514,93744821,24675568,1,129,50,104,52,8,130945455,946845,299422,647424,89409,440239,95329,80288,92896,211343,189898,132519,134413,170229,108443,136441,138570,138507,138534,138042,132656,124098,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3
2023,1,3130180,346989188,100569277,40521337,50836178,53620167,11350668,10472836,41173213,14433751,2,112,52,104,52,8,115069494,276935,126429,150506,36410,30923,39407,50176,85911,69684,55405,33443,32757,49841,35804,37713,37301,37574,37781,37925,42819,45822,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
2023,1,3130181,524748685,166771252,61401608,76921319,71040451,15946485,18688355,52004029,22079293,2,172,82,104,52,2,296045455,2204513,1088593,1115920,209121,329307,475484,343791,368479,390156,491438,366331,389707,361726,205154,346435,350709,351805,360169,344539,229555,221303,12,0,1,0,0,0,0,0,0,0,4,0,1,0,0,3
2023,1,3130182,397044657,116210322,46646507,57474176,61447127,13150480,12658155,43515422,16459201,2,140,56,104,52,3,127232063,511336,239714,271621,75213,59722,94662,88308,116549,100232,99404,74302,74417,101986,60997,73029,74856,74630,74638,74665,71879,67638,30,0,0,0,0,0,0,0,0,0,10,0,1,0,0,3
2023,1,3130185,481878287,117210279,59705943,57442423,83301312,19408091,14113127,75562611,20639333,2,121,52,104,52,25,198435508,199877,86863,113013,27298,29323,36753,29279,42175,47982,36866,24535,26399,38153,25941,27762,27667,27984,27978,28386,30181,29917,13,0,0,0,0,0,0,0,0,0,4,0,1,0,0,3
2023,1,3130186,996074298,244693662,121607114,120519988,169642776,39156811,29572800,156160204,41697822,3,94,52,104,52,48,211119074,284324,121085,163238,29885,51633,49689,32693,60651,70105,52183,34572,38577,53480,35406,37905,38469,38951,38904,39563,45694,44838,14,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
2023,1,3130190,235725552,56262783,32147777,27130934,32730914,8954930,9307647,39137371,12279956,4,77,46,104,52,7,137831259,546014,248758,297257,85500,225386,58132,39799,40189,99785,69598,70289,93795,138789,73759,68530,68780,71153,71085,78965,100698,86805,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3
2023,1,3130191,336961293,82861725,44813708,41217382,45179335,11491706,12781928,58670246,17205771,4,79,49,104,52,5,121035833,659670,288423,371248,99723,258326,76837,50105,47730,75404,84315,100772,133843,184308,81030,85286,88005,89685,89751,97055,113966,95923,3,0,0,0,0,0,0,0,0,0,2,0,1,0,1,3
2023,1,3130193,44108181,12250433,5149956,6193870,7073732,1451620,1361961,5632689,1801596,1,196,39,104,52,2,213187500,56393,25450,30944,9837,7123,10358,8697,12034,13153,12051,7387,7235,9719,6849,7997,7932,8086,8012,7986,8031,8349,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
2023,1,3130194,452342005,119016977,54978645,57926516,73087224,17994303,14199889,62449054,18577515,2,119,58,104,52,4,390172222,416419,198811,217608,76943,38187,88827,59947,80403,99227,87422,54192,53269,73209,49102,60380,60485,60747,60946,61060,57292,55509,7,0,0,0,0,0,0,0,0,0,4,0,1,0,0,3
2023,1,3130195,1388057901,389366277,165612253,183451011,217032559,45955756,46358200,174138758,59493422,2,110,54,104,52,15,315800106,1106985,524226,582760,102858,181529,201406,165179,206898,186245,208760,172076,172621,240203,127081,158800,161322,161449,164524,166741,154341,139809,42,0,0,0,0,0,0,0,1,0,8,0,1,0,0,0
2023,1,3130198,11610508,3107131,1501212,1490266,1981437,466213,388767,1119816,557692,2,118,59,104,52,5,245230303,289197,128953,160243,54166,35465,44605,42895,65430,61578,60746,39233,41320,52520,33799,41176,42001,42080,42536,42947,40293,38163,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130199,331953578,124346006,34664240,60964669,33426029,8872643,11709023,24300945,11510801,1,106,43,104,52,3,132082222,315148,161682,153466,43188,35260,44443,55165,90576,90680,67704,36555,34473,47277,38460,44983,44404,43580,43390,42727,46352,49712,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130200,140619978,40379983,16581240,20591516,21935751,4798086,4254546,16046369,5922061,1,106,49,104,52,11,105895604,63181,29530,33650,7616,5628,9879,10742,21274,10058,10454,8629,10316,15555,8168,8869,8680,8857,8747,8959,9531,9539,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130202,439978674,126767465,50964496,63197476,65724736,15242651,13494119,57441028,17000112,4,102,48,104,52,11,128622844,153459,71623,81836,19428,16662,22523,26413,46223,33270,27763,19272,21902,30841,20411,21420,20882,21457,21374,21649,23379,23294,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130203,216634974,66698631,24442667,33753657,31141682,6898015,6815703,23716326,8269438,1,111,43,104,52,3,113388889,80802,38026,42776,9361,8881,12116,12858,24260,19685,14819,9362,10302,15455,11181,11170,10931,11147,11215,11177,12472,12690,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
2023,1,3130204,379339536,92431700,47799988,47552622,66619700,17607111,10923084,51612861,15887634,1,116,48,104,52,14,151858250,237232,109635,127597,49843,19191,42153,34007,61005,64935,46382,25977,27343,40588,32007,33382,32784,33709,33338,33653,34682,35681,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130207,30885684,10030571,3430437,5060219,3944294,950159,978055,3267995,1153131,1,124,50,104,52,2,188220779,106962,50918,56043,21237,12295,18695,16725,22779,15122,21225,17585,17650,23368,12012,14917,14824,15189,15117,15546,16150,15220,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
2023,1,3130208,666824330,153617459,84162224,78644998,118372980,32670455,19032587,100757343,27139428,2,120,52,104,52,12,228480556,358223,154649,203574,40817,55276,53003,54526,85311,82460,67577,45037,47456,67881,47812,50135,50448,50761,50665,50844,52973,52397,28,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
2023,1,3130209,772494965,187614699,94432449,92963683,129313654,29520328,21839229,130340785,32758460,4,95,44,104,52,26,187749361,322008,153859,168149,81217,33720,52795,53341,66707,90555,67697,35705,35158,50575,42316,45221,45436,45546,45143,44952,47258,48454,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2023,1,3130210,385556080,97020456,46586324,48089562,66022921,14341853,11586068,57490420,16043624,2,132,53,104,52,21,173793846,487187,227810,259378,51880,81479,75457,68360,105146,121009,95504,55047,57387,92881,65357,67623,67875,68251,67550,69097,73503,73290,26,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3
2023,1,3130212,297129392,78177178,37185834,39170932,47910773,14800153,8856908,36518819,11866690,2,152,67,104,52,2,178994156,470039,236897,233143,38621,102848,71952,65714,96413,114884,97755,62730,59745,78721,56207,66494,65674,67098,65978,67156,69431,68209,6,0,0,0,0,0,2,0,0,0,1,0,1,0,0,3
2023,1,3130213,299930105,73346119,38686941,37057000,51703794,15506856,8580542,39353737,12521917,2,126,52,104,52,3,287294444,91333,42925,48408,14095,7938,14704,14175,26021,14345,16870,13648,14901,20699,10869,12250,12203,12419,12172,12308,14759,15222,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130214,520664624,119085670,63862270,60586860,90584475,22617231,14595304,89670788,21074011,2,107,58,104,52,12,171498067,67169,30768,36400,16768,8315,10776,8734,13870,14660,13104,9075,8803,12715,8811,9640,9782,9636,9821,10012,9371,8904,29,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3
2023,1,3130216,827208819,202381028,100053343,101611406,145891175,29432791,24571170,128214421,35374549,2,130,58,104,52,29,124875890,213620,95158,118462,32590,25499,34266,30869,54863,56314,40993,23619,24422,37809,30464,29880,29297,29818,29703,29802,32204,32917,17,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
2023,1,3130217,289392426,66377116,35199470,33654662,53560792,10477574,8397428,47866241,12525606,2,151,54,104,52,12,131436532,257765,119011,138754,39154,39224,42105,33257,59458,61519,48418,28995,32511,50355,35969,36686,36470,36794,35392,36116,37899,38407,9,0,0,0,0,0,0,0,0,0,3,0,1,0,0,3
2023,1,3130219,964538254,224862158,118723940,115778435,176800455,38630151,27383415,148681042,41384080,2,106,55,104,52,27,132143288,971726,457160,514566,98412,176003,157564,134010,220285,209756,188731,108291,121248,194840,148861,136109,137814,140242,139196,140805,141738,135823,25,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1
